safe_feature,original_feature,split_strategy,sampling_strategy,selected_model_key,importance
f_0073,p_hc1_return_temperature__min,split_time_based,severity_weighted,expanded_lgbm_02,40
f_0074,p_hc1_return_temperature__std,split_time_based,severity_weighted,expanded_lgbm_02,50
f_0075,p_net_meter_energy__delta,split_time_based,severity_weighted,expanded_lgbm_02,37
f_0076,p_net_meter_energy__first,split_time_based,severity_weighted,expanded_lgbm_02,68
f_0077,p_net_meter_energy__last,split_time_based,severity_weighted,expanded_lgbm_02,36
f_0078,p_net_meter_energy__max,split_time_based,severity_weighted,expanded_lgbm_02,5
f_0079,p_net_meter_energy__mean,split_time_based,severity_weighted,expanded_lgbm_02,6
f_0080,p_net_meter_energy__min,split_time_based,severity_weighted,expanded_lgbm_02,1
f_0081,p_net_meter_energy__missing_count,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0082,p_net_meter_energy__missing_rate,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0083,p_net_meter_energy__std,split_time_based,severity_weighted,expanded_lgbm_02,11
f_0084,p_net_meter_flow__delta,split_time_based,severity_weighted,expanded_lgbm_02,30
f_0085,p_net_meter_flow__first,split_time_based,severity_weighted,expanded_lgbm_02,31
f_0086,p_net_meter_flow__last,split_time_based,severity_weighted,expanded_lgbm_02,44
f_0087,p_net_meter_flow__max,split_time_based,severity_weighted,expanded_lgbm_02,34
f_0088,p_net_meter_flow__mean,split_time_based,severity_weighted,expanded_lgbm_02,24
f_0089,p_net_meter_flow__min,split_time_based,severity_weighted,expanded_lgbm_02,42
f_0090,p_net_meter_flow__missing_count,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0091,p_net_meter_flow__missing_rate,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0092,p_net_meter_flow__std,split_time_based,severity_weighted,expanded_lgbm_02,30
f_0093,p_net_meter_heat_power__delta,split_time_based,severity_weighted,expanded_lgbm_02,12
f_0094,p_net_meter_heat_power__first,split_time_based,severity_weighted,expanded_lgbm_02,11
f_0095,p_net_meter_heat_power__last,split_time_based,severity_weighted,expanded_lgbm_02,22
f_0096,p_net_meter_heat_power__max,split_time_based,severity_weighted,expanded_lgbm_02,13
f_0097,p_net_meter_heat_power__mean,split_time_based,severity_weighted,expanded_lgbm_02,10
f_0098,p_net_meter_heat_power__min,split_time_based,severity_weighted,expanded_lgbm_02,35
f_0099,p_net_meter_heat_power__missing_count,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0100,p_net_meter_heat_power__missing_rate,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0101,p_net_meter_heat_power__std,split_time_based,severity_weighted,expanded_lgbm_02,10
f_0102,p_net_meter_volume__delta,split_time_based,severity_weighted,expanded_lgbm_02,28
f_0103,p_net_meter_volume__first,split_time_based,severity_weighted,expanded_lgbm_02,65
f_0104,p_net_meter_volume__last,split_time_based,severity_weighted,expanded_lgbm_02,55
f_0105,p_net_meter_volume__max,split_time_based,severity_weighted,expanded_lgbm_02,18
f_0106,p_net_meter_volume__mean,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0107,p_net_meter_volume__min,split_time_based,severity_weighted,expanded_lgbm_02,6
f_0108,p_net_meter_volume__missing_count,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0109,p_net_meter_volume__missing_rate,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0110,p_net_meter_volume__std,split_time_based,severity_weighted,expanded_lgbm_02,23
f_0111,p_net_return_temperature__delta,split_time_based,severity_weighted,expanded_lgbm_02,12
f_0112,p_net_return_temperature__first,split_time_based,severity_weighted,expanded_lgbm_02,16
f_0113,p_net_return_temperature__last,split_time_based,severity_weighted,expanded_lgbm_02,37
f_0114,p_net_return_temperature__max,split_time_based,severity_weighted,expanded_lgbm_02,31
f_0115,p_net_return_temperature__mean,split_time_based,severity_weighted,expanded_lgbm_02,73
f_0116,p_net_return_temperature__min,split_time_based,severity_weighted,expanded_lgbm_02,11
f_0117,p_net_return_temperature__missing_count,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0118,p_net_return_temperature__missing_rate,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0119,p_net_return_temperature__std,split_time_based,severity_weighted,expanded_lgbm_02,61
f_0120,p_net_supply_temperature__delta,split_time_based,severity_weighted,expanded_lgbm_02,18
f_0121,p_net_supply_temperature__first,split_time_based,severity_weighted,expanded_lgbm_02,47
f_0122,p_net_supply_temperature__last,split_time_based,severity_weighted,expanded_lgbm_02,42
f_0123,p_net_supply_temperature__max,split_time_based,severity_weighted,expanded_lgbm_02,33
f_0124,p_net_supply_temperature__mean,split_time_based,severity_weighted,expanded_lgbm_02,31
f_0125,p_net_supply_temperature__min,split_time_based,severity_weighted,expanded_lgbm_02,38
f_0126,p_net_supply_temperature__missing_count,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0127,p_net_supply_temperature__missing_rate,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0128,p_net_supply_temperature__std,split_time_based,severity_weighted,expanded_lgbm_02,114
f_0129,row_count,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0130,s_hc1_supply_temperature__delta,split_time_based,severity_weighted,expanded_lgbm_02,16
f_0131,s_hc1_supply_temperature__first,split_time_based,severity_weighted,expanded_lgbm_02,35
f_0132,s_hc1_supply_temperature__last,split_time_based,severity_weighted,expanded_lgbm_02,26
f_0133,s_hc1_supply_temperature__max,split_time_based,severity_weighted,expanded_lgbm_02,51
f_0134,s_hc1_supply_temperature__mean,split_time_based,severity_weighted,expanded_lgbm_02,35
f_0135,s_hc1_supply_temperature__min,split_time_based,severity_weighted,expanded_lgbm_02,27
f_0136,s_hc1_supply_temperature__std,split_time_based,severity_weighted,expanded_lgbm_02,107
f_0137,s_hc1_supply_temperature_setpoint__missing_count,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0138,s_hc1_supply_temperature_setpoint__missing_rate,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0139,timestamp_gap_count,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0140,hc1_supply_temperature_gap__last,split_time_based,severity_weighted,expanded_lgbm_02,57
f_0141,hc1_supply_temperature_gap__max_abs,split_time_based,severity_weighted,expanded_lgbm_02,47
f_0142,hc1_supply_temperature_gap__mean,split_time_based,severity_weighted,expanded_lgbm_02,59
f_0143,s_hc1_supply_temperature_setpoint__delta,split_time_based,severity_weighted,expanded_lgbm_02,6
f_0144,s_hc1_supply_temperature_setpoint__first,split_time_based,severity_weighted,expanded_lgbm_02,16
f_0145,s_hc1_supply_temperature_setpoint__last,split_time_based,severity_weighted,expanded_lgbm_02,23
f_0146,s_hc1_supply_temperature_setpoint__max,split_time_based,severity_weighted,expanded_lgbm_02,27
f_0147,s_hc1_supply_temperature_setpoint__mean,split_time_based,severity_weighted,expanded_lgbm_02,2
f_0148,s_hc1_supply_temperature_setpoint__min,split_time_based,severity_weighted,expanded_lgbm_02,36
f_0149,s_hc1_supply_temperature_setpoint__std,split_time_based,severity_weighted,expanded_lgbm_02,17
f_0150,s_dhw_lower_storage_temperature__delta,split_time_based,severity_weighted,expanded_lgbm_02,25
f_0151,s_dhw_lower_storage_temperature__first,split_time_based,severity_weighted,expanded_lgbm_02,36
f_0152,s_dhw_lower_storage_temperature__last,split_time_based,severity_weighted,expanded_lgbm_02,56
f_0153,s_dhw_lower_storage_temperature__max,split_time_based,severity_weighted,expanded_lgbm_02,51
f_0154,s_dhw_lower_storage_temperature__mean,split_time_based,severity_weighted,expanded_lgbm_02,42
f_0155,s_dhw_lower_storage_temperature__min,split_time_based,severity_weighted,expanded_lgbm_02,28
f_0156,s_dhw_lower_storage_temperature__missing_count,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0157,s_dhw_lower_storage_temperature__missing_rate,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0158,s_dhw_lower_storage_temperature__std,split_time_based,severity_weighted,expanded_lgbm_02,87
f_0159,s_dhw_upper_storage_temperature__delta,split_time_based,severity_weighted,expanded_lgbm_02,7
f_0160,s_dhw_upper_storage_temperature__first,split_time_based,severity_weighted,expanded_lgbm_02,8
f_0161,s_dhw_upper_storage_temperature__last,split_time_based,severity_weighted,expanded_lgbm_02,25
f_0162,s_dhw_upper_storage_temperature__max,split_time_based,severity_weighted,expanded_lgbm_02,42
f_0163,s_dhw_upper_storage_temperature__mean,split_time_based,severity_weighted,expanded_lgbm_02,61
f_0164,s_dhw_upper_storage_temperature__min,split_time_based,severity_weighted,expanded_lgbm_02,29
f_0165,s_dhw_upper_storage_temperature__missing_count,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0166,s_dhw_upper_storage_temperature__missing_rate,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0167,s_dhw_upper_storage_temperature__std,split_time_based,severity_weighted,expanded_lgbm_02,7
f_0168,s_dhw_supply_temperature__delta,split_time_based,severity_weighted,expanded_lgbm_02,8
f_0169,s_dhw_supply_temperature__first,split_time_based,severity_weighted,expanded_lgbm_02,6
f_0170,s_dhw_supply_temperature__last,split_time_based,severity_weighted,expanded_lgbm_02,22
f_0171,s_dhw_supply_temperature__max,split_time_based,severity_weighted,expanded_lgbm_02,35
f_0172,s_dhw_supply_temperature__mean,split_time_based,severity_weighted,expanded_lgbm_02,18
f_0173,s_dhw_supply_temperature__min,split_time_based,severity_weighted,expanded_lgbm_02,22
f_0174,s_dhw_supply_temperature__missing_count,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0175,s_dhw_supply_temperature__missing_rate,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0176,s_dhw_supply_temperature__std,split_time_based,severity_weighted,expanded_lgbm_02,11
f_0177,dhw_supply_temperature_gap__last,split_time_based,severity_weighted,expanded_lgbm_02,5
f_0178,dhw_supply_temperature_gap__max_abs,split_time_based,severity_weighted,expanded_lgbm_02,22
f_0179,dhw_supply_temperature_gap__mean,split_time_based,severity_weighted,expanded_lgbm_02,5
f_0180,s_dhw_supply_temperature_setpoint__delta,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0181,s_dhw_supply_temperature_setpoint__first,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0182,s_dhw_supply_temperature_setpoint__last,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0183,s_dhw_supply_temperature_setpoint__max,split_time_based,severity_weighted,expanded_lgbm_02,3
f_0184,s_dhw_supply_temperature_setpoint__mean,split_time_based,severity_weighted,expanded_lgbm_02,1
f_0185,s_dhw_supply_temperature_setpoint__min,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0186,s_dhw_supply_temperature_setpoint__missing_count,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0187,s_dhw_supply_temperature_setpoint__missing_rate,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0188,s_dhw_supply_temperature_setpoint__std,split_time_based,severity_weighted,expanded_lgbm_02,1
f_0189,day_of_week,split_time_based,severity_weighted,expanded_lgbm_02,25
f_0190,day_of_year,split_time_based,severity_weighted,expanded_lgbm_02,208
f_0191,hour_of_day,split_time_based,severity_weighted,expanded_lgbm_02,6
f_0192,is_heating_season,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0193,is_weekend,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0194,month,split_time_based,severity_weighted,expanded_lgbm_02,12
f_0195,anomaly_score,split_time_based,severity_weighted,expanded_lgbm_02,55
f_0196,risk_score,split_time_based,severity_weighted,expanded_lgbm_02,367
f_0197,risk_probability,split_time_based,severity_weighted,expanded_lgbm_02,58
f_0198,predicted_lead_time_confidence,split_time_based,severity_weighted,expanded_lgbm_02,145
f_0199,leadtime_prob_0-24h,split_time_based,severity_weighted,expanded_lgbm_02,204
f_0200,leadtime_prob_1-3d,split_time_based,severity_weighted,expanded_lgbm_02,109
f_0201,leadtime_prob_3-7d,split_time_based,severity_weighted,expanded_lgbm_02,124
f_0202,risk_level_calibrated_critical,split_time_based,severity_weighted,expanded_lgbm_02,2
f_0203,risk_level_calibrated_high,split_time_based,severity_weighted,expanded_lgbm_02,48
f_0204,risk_level_calibrated_low,split_time_based,severity_weighted,expanded_lgbm_02,3
f_0205,risk_level_calibrated_medium,split_time_based,severity_weighted,expanded_lgbm_02,20
f_0206,predicted_lead_time_bucket_0-24h,split_time_based,severity_weighted,expanded_lgbm_02,2
f_0207,predicted_lead_time_bucket_1-3d,split_time_based,severity_weighted,expanded_lgbm_02,2
f_0208,predicted_lead_time_bucket_3-7d,split_time_based,severity_weighted,expanded_lgbm_02,0
f_0000,dow_cos,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0001,dow_sin,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0002,doy_cos,split_time_based,hard_case_weighted,expanded_lgbm_01,21
f_0003,doy_sin,split_time_based,hard_case_weighted,expanded_lgbm_01,8
f_0004,hour_cos,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0005,hour_sin,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0006,configuration_type__is__missing,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0007,configuration_type__is__sh,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0008,configuration_type__is__sh_dhw,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0009,configuration_type__is__sh_dhw_with_sub_circuits,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0010,configuration_type__is__sh_with_buffer_tank,split_time_based,hard_case_weighted,expanded_lgbm_01,22
f_0011,configuration_type__is__sh_with_sub_circuits,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0012,manufacturer__is__manufacturer_1,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0013,manufacturer__is__manufacturer_2,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0014,s_dhw_3-way_valve_status__dominant__is__aus,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0015,s_dhw_3-way_valve_status__dominant__is__ein,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0016,s_dhw_3-way_valve_status__dominant__is__missing,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0017,s_dhw_control_unit_mode__dominant__is__missing,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0018,s_dhw_control_unit_mode__dominant__is__standby,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0019,s_dhw_control_unit_mode__dominant__is__tag,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0020,s_hc1.1_control_unit_mode__dominant__is__missing,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0021,s_hc1.1_control_unit_mode__dominant__is__nacht,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0022,s_hc1.1_control_unit_mode__dominant__is__tag,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0023,s_hc1.1_heating_pump_status__dominant__is__ein,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0024,s_hc1.1_heating_pump_status__dominant__is__missing,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0025,s_hc1.2_control_unit_mode__dominant__is__missing,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0026,s_hc1.2_control_unit_mode__dominant__is__nacht,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0027,s_hc1.2_control_unit_mode__dominant__is__standby,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0028,s_hc1.2_control_unit_mode__dominant__is__tag,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0029,s_hc1.2_dhw_control unit_mode__dominant__is__missing,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0030,s_hc1.2_dhw_control unit_mode__dominant__is__standby,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0031,s_hc1.2_heating_pump_status__dominant__is__aus,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0032,s_hc1.2_heating_pump_status__dominant__is__ein,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0033,s_hc1.2_heating_pump_status__dominant__is__missing,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0034,s_hc1.3_control_unit_mode__dominant__is__missing,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0035,s_hc1.3_control_unit_mode__dominant__is__tag,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0036,s_hc1.3_heating_pump_status__dominant__is__aus,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0037,s_hc1.3_heating_pump_status__dominant__is__ein,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0038,s_hc1.3_heating_pump_status__dominant__is__missing,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0039,s_hc1_control_unit_mode__dominant__is__missing,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0040,s_hc1_control_unit_mode__dominant__is__nacht,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0041,s_hc1_control_unit_mode__dominant__is__standby,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0042,s_hc1_control_unit_mode__dominant__is__tag,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0043,s_hc1_heating_pump_status_setpoint__dominant__is__aus,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0044,s_hc1_heating_pump_status_setpoint__dominant__is__ein,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0045,s_hc1_heating_pump_status_setpoint__dominant__is__missing,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0046,season_bucket__is__autumn,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0047,season_bucket__is__spring,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0048,season_bucket__is__summer,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0049,season_bucket__is__winter,split_time_based,hard_case_weighted,expanded_lgbm_01,0
f_0050,days_since_last_any_event,split_time_based,hard_case_weighted,expanded_lgbm_01,23
f_0051,days_since_last_task_event,split_time_based,hard_case_weighted,expanded_lgbm_01,4
f_0052,extreme_change_count,split_time_based,hard_case_weighted,expanded_lgbm_01,1
f_0053,has_buffer_tank,split_time_based,hard_case_weighted,expanded_lgbm_01,0
